farmer_id,location,NDVI,avg_rainfall,avg_temp,crop_type,price_of_crop,farm_size_in_squire_meter,previous_loans_count,defaulted_loans_count,crop_yeild_per_squiremeter,total_yield(ksh),sesional_expense,credict_score,interest_rate,loan_limit,loan_duration
FARM_7191,"""2.56034329459711962329038215102627873420715332,34.6687""",0.8,911,22.5,Tomatoes,64,1283,0,0,1.03,84575.36,17419,772,14.1,37777,11
FARM_7192,"""-1.07078148886884561008514538116287440061569214,40.5810""",0.52,712,15.3,Potatoes,90,367,0,0,1.66,54829.8,8803,608,13.9,20744,24
FARM_7193,"""0.68064457019799640136170637561008334159851074,35.2157""",0.42,747,18.9,Beans,84,1622,2,0,0.96,130798.08,8556,671,11.6,52919,25
FARM_7194,"""3.77547889081260112931204275810159742832183838,34.3051""",0.69,1188,20.0,Wheat,85,693,1,0,1.11,65384.55,4584,826,10.1,30676,13
FARM_7195,"""0.45312330768118336266070400597527623176574707,39.7559""",0.83,464,23.5,Tomatoes,96,4087,1,0,1.57,615992.64,64139,593,13.8,229201,29
FARM_7196,"""-3.07716407649901668719394365325570106506347656,36.2421""",0.88,1219,27.0,Tea,268,1015,1,0,1.35,367227.0,46396,538,15.5,128223,23
FARM_7197,"""-1.17805879309521843723018719174433499574661255,39.7160""",0.4,1150,17.5,Coconut,115,591,1,0,1.04,70683.6,17189,656,11.4,28156,14
FARM_7198,"""3.14124724477663264110560703556984663009643555,38.4407""",0.87,717,21.1,Wheat,67,3701,1,0,0.96,238048.32,55134,670,14.0,96211,11
FARM_7199,"""1.29118104870344652113089978229254484176635742,34.8705""",0.55,748,28.0,Sorghum,89,9163,1,0,0.41,334357.87,54917,729,11.0,143356,21
FARM_7200,"""1.35173677430434313606610885472036898136138916,41.4570""",0.41,523,26.4,Coconut,80,1379,3,1,0.96,105907.2,9536,673,12.6,42937,12
FARM_7201,"""3.36143981690295046149685731506906449794769287,37.6185""",0.89,748,14.0,Sorghum,55,1617,0,0,0.57,50692.95,12482,528,16.8,17489,22
FARM_7202,"""3.61394943440129434719665368902496993541717529,39.8756""",0.81,723,20.7,Wheat,84,1156,4,0,0.53,51465.12,8111,610,13.7,19514,29
FARM_7203,"""3.85407091754875796851820268784649670124053955,38.0082""",0.68,528,23.4,Coconut,105,648,1,0,1.37,93214.8,15655,534,14.0,32392,14
FARM_7204,"""-3.81790250274564835208934709953609853982925415,38.8349""",0.83,521,24.5,Tomatoes,120,1604,3,0,1.11,213652.8,31856,615,13.7,81455,14
FARM_7205,"""0.36037181825683894942358165280893445014953613,36.4222""",0.68,640,25.9,Maize,112,1977,0,0,1.09,241352.16,37389,615,14.6,92016,12
FARM_7206,"""2.18673854733036332476103780209086835384368896,35.6029""",0.51,698,15.9,Tomatoes,51,348,1,0,1.15,20410.2,3970,675,13.1,8292,27
FARM_7207,"""2.33941965968122911334603486466221511363983154,38.3406""",0.86,272,22.7,Potatoes,41,362,1,0,1.52,22559.84,1942,623,12.5,8676,17
FARM_7208,"""0.94246067832103630479423372889868915081024170,37.5218""",0.87,982,22.8,Potatoes,103,619,1,0,1.11,70770.27,10572,585,13.3,26097,13
FARM_7209,"""-3.14887778279183017104969621868804097175598145,37.1209""",0.42,576,26.0,Sugarcane,134,614,0,0,1.88,154678.88,12380,694,12.2,64063,15
FARM_7210,"""2.71601115165747852842059728573076426982879639,39.3805""",0.45,625,23.8,Sorghum,74,791,1,0,0.76,44485.84,3876,645,12.9,17516,13
FARM_7211,"""1.99703540168899529305690521141514182090759277,39.5241""",0.47,744,23.7,Coffee,384,10119,1,0,0.78,3030842.88,427611,809,11.1,1000000,20
FARM_7212,"""-3.89893732459396247236327326390892267227172852,34.3674""",0.78,633,23.3,Maize,88,2362,0,0,1.34,278527.04,26538,670,15.5,112571,23
FARM_7213,"""-0.38656863052830026106221339432522654533386230,36.7100""",0.75,985,22.0,Cotton,188,1345,3,0,0.89,225045.4,54219,622,13.5,86455,14
FARM_7214,"""-3.08201018444722674161084796651266515254974365,37.2941""",0.89,629,26.2,Coconut,73,1776,3,0,0.98,127055.04,9600,690,12.7,52410,17
FARM_7215,"""-1.56146347486936143411639932310208678245544434,34.7751""",0.53,554,18.5,Coffee,250,1573,1,0,1.09,428642.5,105674,564,16.5,154311,25
FARM_7216,"""-4.53184584248712596377117733936756849288940430,35.8872""",0.72,855,26.3,Sorghum,75,1190,1,0,1.0,89250.0,21283,805,8.5,41092,21
FARM_7217,"""-0.97693222377994848315552189887966960668563843,34.4131""",0.8,890,21.3,Beans,142,1499,1,0,0.54,114943.32,24523,645,11.6,45259,26
FARM_7218,"""0.41385536675275780282845516921952366828918457,41.9699""",0.35,1326,20.1,Wheat,77,894,1,0,0.61,41991.18,6929,692,11.7,17356,22
FARM_7219,"""1.06211811329190819463974548853002488613128662,39.8925""",0.63,226,21.3,Sugarcane,122,1055,2,1,1.53,196926.3,28426,439,18.6,60637,20
FARM_7220,"""1.47046020969700386160639027366414666175842285,34.6996""",0.58,719,21.4,Beans,133,1391,2,0,1.03,190553.09,37279,793,8.3,86781,28
FARM_7221,"""3.07750921185287840131650227704085409641265869,34.1620""",0.72,870,28.3,Tomatoes,87,1786,3,0,1.85,287456.7,20799,647,13.6,113426,13
FARM_7222,"""-2.69619496233571087628888562903739511966705322,39.7543""",0.69,473,17.7,Maize,104,1431,4,1,0.86,127988.64,20738,566,12.8,46183,18
FARM_7223,"""-3.57951905132224812433605620753951370716094971,37.5135""",0.77,1052,17.4,Beans,105,661,1,1,0.52,36090.6,8283,696,15.1,14978,18
FARM_7224,"""3.21929569865070863698974790167994797229766846,40.2944""",0.42,529,18.3,Tomatoes,112,4234,1,1,0.92,436271.36,74328,643,10.3,171418,12
FARM_7225,"""-3.24350082149835605704879526456352323293685913,41.3878""",0.35,730,21.2,Coffee,346,1176,0,0,0.76,309240.96,34968,557,15.3,110425,21
FARM_7226,"""4.36526875642661682519474197761155664920806885,38.7944""",0.76,972,19.2,Cotton,165,699,2,0,0.86,99188.1,12893,696,10.7,41163,27
FARM_7227,"""3.13560553340732450777750273118726909160614014,35.4969""",0.45,427,13.6,Tomatoes,96,18844,2,0,1.04,1881384.96,360950,651,15.3,745499,23
FARM_7228,"""-0.04184756522672739009749420802108943462371826,40.2576""",0.4,667,19.6,Vegetables,47,200,1,1,1.63,15322.0,922,662,13.0,6142,14
FARM_7229,"""4.42721925177483566216096733114682137966156006,41.6465""",0.44,892,17.9,Sorghum,60,1748,2,0,0.39,40903.2,7186,850,8.9,19599,25
FARM_7230,"""-3.79439641929556081834107317263260483741760254,38.6419""",0.25,738,25.5,Tea,334,1196,0,0,0.8,319571.2,36516,630,13.7,123834,22
FARM_7231,"""-1.88148842107155456204736765357665717601776123,39.4560""",0.74,867,24.2,Sugarcane,57,6436,2,0,1.71,627316.92,81303,887,9.0,310260,20
FARM_7232,"""1.23548705987768681069383092108182609081268311,36.6998""",0.7,900,23.2,Tomatoes,57,5692,1,0,1.84,596976.96,63407,561,13.7,214165,19
FARM_7233,"""-1.44493612319943753874440517392940819263458252,37.0522""",0.59,568,16.0,Beans,105,2498,2,1,1.12,293764.8,67030,460,15.5,93026,14
FARM_7234,"""3.93386473342136522290957145742140710353851318,39.8772""",0.7,1105,27.0,Vegetables,92,1839,0,0,0.71,120123.48,25707,638,11.6,46948,25
FARM_7235,"""-4.08967737994629665365664550336077809333801270,41.4222""",0.46,490,19.1,Sorghum,39,629,3,1,0.36,8831.16,1946,645,13.3,3477,12
FARM_7236,"""0.40953003816697020056381006725132465362548828,39.0319""",0.41,1039,24.9,Potatoes,68,4891,0,0,2.45,814840.6,107753,740,11.7,353098,22
FARM_7237,"""0.79505628677456474662221808102913200855255127,40.3188""",0.8,788,24.1,Tomatoes,46,1247,0,0,1.21,69408.02,5253,727,11.3,29701,29
FARM_7238,"""1.37037155112818442859179413062520325183868408,35.3731""",0.5,546,19.2,Coffee,414,5665,0,0,1.01,2368763.1,427287,722,13.9,1000000,19
FARM_7239,"""-2.32230412301412592057658912381157279014587402,35.6957""",0.34,484,23.2,Vegetables,106,1932,4,1,1.16,237558.72,43735,691,12.0,98092,24
FARM_7240,"""-1.30953222406526048615660329232923686504364014,38.2563""",0.72,770,22.3,Cotton,185,1001,3,0,0.76,140740.6,18786,549,14.5,49787,15
FARM_7241,"""3.14622892588429259319582342868670821189880371,35.4124""",0.44,645,25.7,Tea,370,3037,4,1,0.97,1089979.3,69787,402,17.2,318819,26
FARM_7242,"""-2.88703224857751372667280520545318722724914551,39.0800""",0.35,822,19.7,Tomatoes,104,1381,1,0,1.5,215436.0,20333,859,7.8,104038,24
FARM_7243,"""2.98987097871226747969330972409807145595550537,36.3332""",0.22,643,22.6,Sorghum,61,1157,1,0,0.76,53638.52,2854,485,15.4,17544,12
FARM_7244,"""0.53269543299550470294434489915147423744201660,40.3323""",0.88,719,18.5,Sorghum,48,1450,3,1,0.57,39672.0,7662,695,10.6,16447,17
FARM_7245,"""2.38834385410496441437544490327127277851104736,40.4649""",0.53,828,26.3,Tea,361,2991,0,0,0.95,1025763.45,233590,611,17.0,389363,12
FARM_7246,"""1.93654850625028540633820739458315074443817139,37.7103""",0.31,684,21.6,Vegetables,99,2464,0,0,1.4,341510.4,77305,612,15.8,129774,21
FARM_7247,"""-2.77014309292062499423536792164668440818786621,35.4465""",0.73,636,18.7,Coconut,110,661,4,0,1.15,83616.5,8222,575,12.7,30485,23
FARM_7248,"""0.58995844883501824540417146636173129081726074,39.1742""",0.82,789,24.2,Coffee,431,5562,1,0,1.1,2636944.2,241018,498,18.0,876784,25
FARM_7249,"""3.36982532108735899356588561204262077808380127,41.9423""",0.57,608,25.7,Sugarcane,65,573,2,0,2.49,92740.05,13230,692,13.1,38333,13
FARM_7250,"""-0.68131899774205706421525974292308092117309570,38.9807""",0.22,868,20.3,Coffee,390,1516,2,0,0.72,425692.8,38730,776,10.0,190852,14
FARM_7251,"""4.28929416307684707732050810591317713260650635,34.2862""",0.46,814,29.3,Coconut,64,984,2,0,0.82,51640.32,3893,542,14.4,18117,20
FARM_7252,"""-0.49439956905402215880940275383181869983673096,34.1384""",0.37,875,27.3,Wheat,88,3003,2,0,0.78,206125.92,17448,668,11.1,83137,17
FARM_7253,"""-3.37209357898867256864150476758368313312530518,36.5629""",0.65,873,22.2,Coffee,360,1036,0,0,0.49,182750.4,24569,635,14.6,71197,14
FARM_7254,"""-1.07825747527763882160911634855438023805618286,35.5663""",0.56,638,20.5,Tea,209,4744,0,0,1.32,1308774.72,184501,580,16.4,479884,26
FARM_7255,"""4.15083237943199545583183862618170678615570068,40.5044""",0.45,200,17.4,Cotton,132,3949,3,0,0.51,265846.68,48554,697,14.0,110437,15
FARM_7256,"""-1.72659610113935579889243854267988353967666626,40.7584""",0.65,660,18.2,Coffee,364,866,0,0,0.91,286853.84,69702,607,17.2,108407,6
FARM_7257,"""3.37331288676368412637884830473922193050384521,36.0690""",0.61,759,15.4,Beans,81,3918,1,0,0.85,269754.3,62654,779,9.7,121277,16
FARM_7258,"""3.49563133964157568556174737750552594661712646,36.6052""",0.83,670,24.1,Cotton,183,6221,1,0,0.99,1127058.57,136846,552,15.4,400106,23
FARM_7259,"""-1.44326532371276217148192699823994189500808716,35.8900""",0.62,520,21.7,Vegetables,125,2387,2,0,0.62,184992.5,15806,676,14.7,75230,22
FARM_7260,"""-3.92570378012912124532363122852984815835952759,41.2671""",0.56,1010,20.1,Sugarcane,131,2225,0,0,2.94,856936.5,207945,632,12.6,332777,17
FARM_7261,"""2.03838855517700956454518745886161923408508301,38.0212""",0.78,500,12.0,Tea,373,1873,3,0,1.45,1013012.05,184110,673,13.3,410692,19
FARM_7262,"""-1.80293561916992972626871960528660565614700317,39.2491""",0.34,529,23.9,Wheat,57,2673,1,1,1.39,211781.79,35659,593,14.4,78800,12
FARM_7263,"""2.58118961259542345487716374918818473815917969,37.3239""",0.37,588,21.8,Tomatoes,99,1287,2,2,0.88,112123.44,17424,597,14.4,41906,24
FARM_7264,"""-0.58330991117797204026373947272077202796936035,39.0481""",0.75,627,22.1,Potatoes,88,836,1,0,2.05,150814.4,17821,775,10.1,67552,19
FARM_7265,"""-0.18701929621361923494760048924945294857025146,37.0868""",0.51,554,22.0,Tomatoes,87,3644,1,0,1.85,586501.8,99001,761,9.1,259283,20
FARM_7266,"""2.53455748276139303243326139636337757110595703,36.7174""",0.49,695,25.6,Cotton,195,3217,0,0,0.53,332476.95,45056,640,14.2,130220,17
FARM_7267,"""-1.14402102112686065993329975754022598266601562,39.0758""",0.82,726,16.3,Coconut,60,1365,2,0,1.17,95823.0,14763,379,18.4,27110,17
FARM_7268,"""-0.57891568849689445386275110649876296520233154,38.7285""",0.63,459,30.2,Vegetables,76,1631,0,0,1.4,173538.4,26676,588,15.1,64209,13
FARM_7269,"""-1.20142864044251407307228873833082616329193115,36.3482""",0.76,422,17.4,Cotton,134,1913,1,0,0.68,174312.56,9425,610,12.0,66094,15
FARM_7270,"""-1.28373320792129641532142159121576696634292603,35.1948""",0.77,880,21.2,Potatoes,57,7169,2,0,1.44,588431.52,69255,769,12.1,262097,20
FARM_7271,"""0.19130316518357304289565945509821176528930664,36.9486""",0.28,688,12.5,Coffee,392,551,2,0,0.46,99356.32,8103,570,15.1,36017,29
FARM_7272,"""2.82183483386070221854424744378775358200073242,37.3216""",0.66,951,22.5,Beans,151,2162,2,1,1.01,329726.62,74395,572,16.1,119801,26
FARM_7273,"""-1.33555469912013746736079156107734888792037964,39.0295""",0.87,860,20.9,Coconut,73,2050,1,0,1.19,178083.5,29232,624,13.3,68562,28
FARM_7274,"""0.17556890100095134954472086974419653415679932,41.3162""",0.54,626,21.9,Potatoes,89,3990,1,0,2.1,745731.0,100430,521,16.6,255102,21
FARM_7275,"""1.53776412661618788746409336454235017299652100,34.2895""",0.71,809,23.3,Potatoes,96,1115,0,0,1.4,149856.0,27206,576,14.1,54697,18
FARM_7276,"""-2.19421314937600842043252669100183993577957153,35.9493""",0.6,886,20.2,Beans,149,1285,3,0,1.16,222099.4,19974,558,15.5,79401,22
FARM_7277,"""-2.11903791440774913468203521915711462497711182,35.5497""",0.34,499,27.4,Sugarcane,127,3803,2,0,1.35,652024.35,70213,710,12.8,274394,19
FARM_7278,"""3.98074208131812934396975833806209266185760498,38.0184""",0.34,317,20.2,Cotton,134,783,0,0,0.9,94429.8,9757,899,7.4,47176,13
FARM_7279,"""2.02887153197912439850369992200285196304321289,37.4376""",0.5,462,23.9,Coffee,441,4124,0,0,0.48,872968.32,148959,730,11.1,374649,12
FARM_7280,"""0.66783608887677292642592874472029507160186768,39.8323""",0.54,843,18.9,Cotton,194,920,6,1,0.51,91024.8,13798,502,16.3,30417,11
FARM_7281,"""1.32379650611169186191773405880667269229888916,35.9393""",0.55,1131,25.6,Tea,390,917,1,0,1.32,472071.6,72912,753,12.8,207121,22
FARM_7282,"""-4.42751517913820968885829643113538622856140137,38.7560""",0.87,691,18.3,Vegetables,66,2324,1,0,0.66,101233.44,24638,631,13.4,39270,16
FARM_7283,"""1.04835757972378118552114756312221288681030273,41.0709""",0.27,1018,21.1,Coconut,75,1404,1,0,1.22,128466.0,10773,645,14.2,50583,21
FARM_7284,"""0.03843252098507754510592349106445908546447754,41.2854""",0.47,928,19.8,Wheat,82,2072,1,0,1.27,215778.08,20277,741,10.6,93594,24
FARM_7285,"""0.37547202194875151093356180354021489620208740,41.6703""",0.56,525,23.1,Tea,396,3135,0,0,0.99,1229045.4,203317,748,9.8,536683,23
FARM_7286,"""-1.35735841047340111131802586896810680627822876,40.1861""",0.87,683,18.9,Potatoes,51,5183,1,0,1.57,415002.81,63093,660,13.0,166001,22
FARM_7287,"""-3.94229275126964040509847109206020832061767578,41.2479""",0.55,860,19.6,Wheat,93,718,2,0,1.03,68777.22,9671,767,9.2,30577,16
FARM_7288,"""-2.90194512740791488170088996412232518196105957,35.8762""",0.74,406,21.4,Tomatoes,38,1535,1,1,1.05,61246.5,8511,591,14.1,22738,13
FARM_7289,"""4.14192583287784810153198122861795127391815186,35.5806""",0.72,912,20.4,Sorghum,72,1757,0,0,0.79,99938.16,17438,575,13.0,36436,18
FARM_7290,"""-0.89909407088031390031801493023522198200225830,34.0519""",0.6,968,22.1,Cotton,181,4130,4,0,0.64,478419.2,99370,581,15.5,175620,21
FARM_7291,"""-0.35984665077296273949514215928502380847930908,39.6548""",0.29,903,19.2,Potatoes,51,1545,1,0,1.34,105585.3,13297,760,9.3,46634,33
FARM_7292,"""-4.20979895436301720934579861932434141635894775,41.4997""",0.35,670,19.4,Vegetables,113,628,0,0,1.19,84447.16,12736,671,13.2,34166,29
FARM_7293,"""-4.35063406524098095218278103857301175594329834,35.4955""",0.37,821,21.9,Beans,108,1277,1,0,0.61,84128.76,16532,872,7.1,41083,18
FARM_7294,"""1.96978745753484663083554551121778786182403564,39.0955""",0.23,946,26.8,Coffee,329,752,1,0,0.69,170711.52,23099,777,11.1,76607,17
FARM_7295,"""0.30428037632633486708755299332551658153533936,39.9717""",0.47,332,20.9,Sorghum,83,1180,2,1,0.96,94022.4,9039,537,16.4,32790,15
FARM_7296,"""0.03096565321127986436522405711002647876739502,41.4209""",0.63,101,24.5,Maize,110,968,2,0,0.91,96896.8,8117,740,11.0,41989,13
FARM_7297,"""-2.43894186706918114637687722279224544763565063,39.1749""",0.3,829,23.4,Coconut,85,944,3,1,1.47,117952.8,7533,647,13.4,46542,14
FARM_7298,"""2.22618180415827726648103634943254292011260986,41.7623""",0.32,551,19.2,Sorghum,33,3104,2,0,0.67,68629.44,13049,555,12.8,24449,17
FARM_7299,"""-3.13539981429102532217711996054276823997497559,36.7574""",0.69,745,24.5,Tea,280,494,2,1,0.94,130020.8,13624,530,14.4,44966,13
FARM_7300,"""-2.93360688395251401061614160425961017608642578,36.7994""",0.32,750,21.7,Coffee,320,3019,2,0,0.85,821168.0,128866,749,11.6,358919,16
FARM_7301,"""-0.41537680646103769532828664523549377918243408,38.3441""",0.29,1006,25.5,Potatoes,69,6280,0,0,1.48,641313.6,114524,669,11.4,258930,23
FARM_7302,"""-2.03759728235894943537687140633352100849151611,37.0680""",0.88,743,31.1,Coffee,363,3102,2,1,0.66,743177.16,144091,630,13.3,287981,24
FARM_7303,"""-2.39859427453173879030146053992211818695068359,34.0114""",0.21,833,22.1,Potatoes,42,1323,1,0,1.63,90572.58,5263,668,12.8,36531,23
FARM_7304,"""1.30071009434598483522904643905349075794219971,39.8542""",0.43,816,26.2,Beans,96,3259,2,0,0.58,181461.12,18998,715,10.5,76743,17
FARM_7305,"""1.35403723053246416441197652602568268775939941,40.0137""",0.22,898,25.6,Vegetables,119,533,1,0,1.43,90700.61,9649,595,14.3,33824,28
FARM_7306,"""2.96800874913934187304676015628501772880554199,39.9758""",0.79,558,20.5,Tomatoes,64,1278,2,1,1.98,161948.16,23111,467,16.1,51756,24
FARM_7307,"""-0.81531032715132445432004715257789939641952515,36.7602""",0.61,776,20.4,Coffee,323,878,1,0,0.57,161648.58,23546,659,13.6,64592,6
FARM_7308,"""-4.02030865345680332723077299306169152259826660,38.1783""",0.23,117,17.4,Sugarcane,93,1947,3,0,2.9,525105.9,50210,743,11.3,228202,36
FARM_7309,"""-2.15490262023044376604730132385157048702239990,36.8798""",0.63,542,26.0,Vegetables,100,1061,0,0,1.48,157028.0,13396,463,18.8,49922,27
FARM_7310,"""4.41405080773039859565187725820578634738922119,34.1283""",0.29,956,18.9,Tea,233,621,3,0,0.64,92603.52,20133,612,12.4,35189,20
FARM_7311,"""0.84520474966412972861462549190036952495574951,38.4996""",0.55,368,19.9,Vegetables,88,817,0,0,1.0,71896.0,10756,785,11.8,32503,7
FARM_7312,"""1.90055488864948873839466614299453794956207275,34.9901""",0.67,396,28.7,Tomatoes,34,601,0,0,1.88,38415.92,3061,544,17.6,13510,21
FARM_7313,"""-4.63157218448364460527955088764429092407226562,34.6403""",0.3,863,20.2,Maize,62,532,4,0,0.61,20120.24,2887,625,15.9,7755,22
FARM_7314,"""0.11931330929744454749652504688128829002380371,40.0440""",0.55,547,27.7,Beans,104,1709,1,0,0.9,159962.4,34046,541,15.9,56053,22
FARM_7315,"""-4.35098348495423081772059958893805742263793945,34.0760""",0.52,1014,28.8,Tomatoes,71,3451,2,0,1.23,301375.83,34391,496,16.5,99956,20
FARM_7316,"""0.59384097245046607582708020345307886600494385,41.6721""",0.84,719,18.9,Vegetables,118,2745,0,0,0.96,310953.6,26634,719,10.5,132026,22
FARM_7317,"""3.86316890161550130500245359144173562526702881,38.1220""",0.9,1080,24.6,Wheat,89,558,1,1,0.86,42709.32,8645,600,15.9,16016,30
FARM_7318,"""4.30629791365379421819170602248050272464752197,41.8641""",0.66,1125,23.7,Maize,83,771,2,0,1.35,86390.55,4794,666,13.0,34772,22
FARM_7319,"""0.32713988111699521255104627925902605056762695,34.4640""",0.8,1019,24.8,Vegetables,103,635,2,0,1.25,81756.25,13404,691,12.2,33759,7
FARM_7320,"""-0.43869531115439119872689843759872019290924072,38.6682""",0.65,572,26.1,Beans,94,410,0,0,0.61,23509.4,4522,641,14.0,9218,21
FARM_7321,"""4.08865897651099441389987987349741160869598389,36.7946""",0.81,420,15.6,Coffee,289,204,1,0,0.84,49523.04,7042,650,13.1,19603,25
FARM_7322,"""1.56457143756926519984062906587496399879455566,40.7479""",0.5,1018,24.0,Wheat,53,344,1,0,0.92,16773.44,925,609,13.4,6353,15
FARM_7323,"""-4.09643670029279238775643534609116613864898682,36.8898""",0.63,696,24.4,Maize,88,2117,7,0,1.33,247773.68,53914,723,11.1,105614,17
FARM_7324,"""-0.36875212769227250220183123019523918628692627,36.0839""",0.79,750,20.3,Wheat,72,1292,2,0,1.31,121861.44,23257,713,10.2,51436,28
FARM_7325,"""-2.46572132828197387865998280176427215337753296,40.8604""",0.84,987,25.3,Sorghum,67,1910,3,1,0.57,72942.9,4200,686,14.8,29967,19
FARM_7326,"""-0.33081981052726128211816103430464863777160645,36.9972""",0.22,420,26.3,Tomatoes,77,1812,2,1,0.91,126966.84,17616,652,13.8,50364,28
FARM_7327,"""-0.46417018034083579181015011272393167018890381,34.1347""",0.27,847,20.3,Beans,151,11290,2,1,1.01,1721837.9,197428,551,15.7,610535,23
FARM_7328,"""0.71394666617710100808835704810917377471923828,37.1223""",0.85,577,17.4,Potatoes,70,2179,0,0,2.16,329464.8,78706,646,12.9,129864,23
FARM_7329,"""-1.38203443975196327286880659812595695257186890,39.2362""",0.6,898,28.5,Wheat,74,2745,4,1,0.91,184848.3,26587,609,13.0,70011,24
FARM_7330,"""-3.17228482005986922587226217729039490222930908,36.0349""",0.89,797,19.1,Maize,85,6597,2,1,1.4,785043.0,58400,734,11.2,338223,18
FARM_7331,"""-0.01540925831340622664811235154047608375549316,37.4559""",0.75,920,17.3,Cotton,197,2194,3,1,1.14,492728.52,24714,656,11.3,196270,20
FARM_7332,"""3.02088682441558731284203531686216592788696289,34.4537""",0.77,594,22.7,Sugarcane,84,9511,0,0,2.08,1661761.92,263988,694,14.1,688246,17
FARM_7333,"""1.47531372102870150797571113798767328262329102,38.7047""",0.47,523,14.1,Tomatoes,48,2032,1,1,0.81,79004.16,8392,806,10.3,36408,15
FARM_7334,"""-1.55317884689549279286779892572667449712753296,40.0504""",0.38,700,22.3,Cotton,139,1564,2,0,1.14,247831.44,27766,637,14.1,96758,20
FARM_7335,"""4.00036411165737337825021313619799911975860596,37.3065""",0.62,555,24.9,Sorghum,57,5342,2,0,0.39,118752.66,25959,615,14.0,45274,17
FARM_7336,"""3.78353041261739431178057202487252652645111084,37.3619""",0.82,543,20.0,Tomatoes,71,1512,3,1,1.75,187866.0,19757,580,16.3,68884,13
FARM_7337,"""-2.75305988572788162827009728061966598033905029,34.7063""",0.71,525,23.9,Tomatoes,75,379,1,0,1.92,54576.0,8634,600,14.5,20466,10
FARM_7338,"""-4.33341645838062472506635458557866513729095459,35.6155""",0.53,858,23.7,Maize,114,3070,1,0,0.98,342980.4,50743,754,11.2,150626,21
FARM_7339,"""2.19417098766208873428240622160956263542175293,35.2374""",0.73,1188,23.8,Tea,217,494,1,0,1.23,131853.54,14851,677,11.5,53675,24
FARM_7340,"""2.99677543054712547387907761731185019016265869,37.8535""",0.68,898,20.6,Tomatoes,62,631,2,0,1.74,68072.28,11401,713,13.1,28732,25
FARM_7341,"""4.30114046334760491419046957162208855152130127,38.2340""",0.84,875,22.1,Coconut,65,3360,5,0,1.06,231504.0,41477,516,16.0,78711,27
FARM_7342,"""3.57547846502129029744310173555277287960052490,41.5915""",0.38,869,22.6,Vegetables,89,5534,3,0,0.63,310291.38,32153,667,14.2,125022,14
FARM_7343,"""0.88497334431965857248769680154509842395782471,34.5859""",0.28,472,22.3,Sorghum,40,725,1,1,0.9,26100.0,2515,794,9.2,11897,27
FARM_7344,"""0.22948675467514156878223730018362402915954590,38.7989""",0.53,873,21.4,Potatoes,107,2334,2,0,1.29,322162.02,35634,671,11.5,130341,15
FARM_7345,"""-4.44107822325794732165604727924801409244537354,38.2120""",0.45,249,28.3,Tomatoes,100,1594,1,0,0.93,148242.0,16120,595,16.9,55282,22
FARM_7346,"""-2.40609504434356624713586825237143784761428833,38.1299""",0.88,793,23.1,Coffee,345,339,1,0,0.76,88885.8,8700,821,10.0,41517,16
FARM_7347,"""-0.42558280888378430262264373595826327800750732,40.9853""",0.21,883,23.5,Coconut,85,1338,0,0,1.09,123965.7,30317,547,12.5,43750,19
FARM_7348,"""1.14508627077718116993310104589909315109252930,35.6443""",0.85,903,17.7,Wheat,101,4416,1,0,0.77,343432.32,41543,699,13.6,142954,28
FARM_7349,"""0.48244204986121896894246674492023885250091553,34.3262""",0.87,863,30.1,Beans,119,1240,0,0,0.66,97389.6,4982,611,15.1,36967,22
FARM_7350,"""2.20651470403972194134212259086780250072479248,39.3782""",0.24,389,25.1,Maize,94,604,0,0,0.76,43149.76,8059,522,14.2,14779,14
FARM_7351,"""-2.09816754275052019806935277301818132400512695,36.7613""",0.82,540,23.2,Maize,74,6287,0,0,0.95,441976.1,42918,585,14.0,162979,19
FARM_7352,"""0.55405925116800158747309978934936225414276123,34.1407""",0.53,994,28.0,Tea,256,385,1,0,0.64,63078.4,8234,517,14.3,21473,21
FARM_7353,"""-3.88027713646563343630191411648411303758621216,36.0110""",0.74,792,17.9,Coffee,409,514,2,1,0.97,203919.22,39202,638,13.2,79698,23
FARM_7354,"""-0.85291063067617534088071806763764470815658569,36.4746""",0.26,779,18.2,Beans,152,2127,2,0,1.28,413829.12,60504,685,10.4,169842,19
FARM_7355,"""2.27649574647778951685950232786126434803009033,38.9347""",0.87,567,25.7,Potatoes,48,2436,2,0,1.41,164868.48,31768,799,11.5,75496,25
FARM_7356,"""1.74862793689010942443928797729313373565673828,35.3807""",0.63,424,26.4,Sorghum,68,865,2,0,0.91,53526.2,12703,671,12.3,21656,18
FARM_7357,"""4.51297745570126540570754514192230999469757080,37.3044""",0.83,517,15.5,Sugarcane,65,431,0,0,2.07,57991.05,3412,584,14.6,21360,26
FARM_7358,"""-2.11561252831386914508016161562409251928329468,37.8598""",0.67,353,18.5,Sugarcane,138,3713,1,1,1.8,922309.2,62286,661,13.5,369308,14
FARM_7359,"""-0.06683951768199403176140549476258456707000732,37.6739""",0.58,838,16.7,Cotton,169,669,1,0,0.96,108538.56,13581,593,15.2,40385,24
FARM_7360,"""-1.63536715190183024049019877566024661064147949,41.7915""",0.32,100,25.4,Vegetables,78,501,1,0,1.46,57053.88,4402,584,13.8,21015,19
FARM_7361,"""-0.60239103924967452030614367686212062835693359,34.3640""",0.32,518,22.3,Sugarcane,63,644,2,0,1.62,65726.64,11015,638,12.8,25688,10
